,matrikel_num,Studienjahr,geschlecht,avgECTS_sem_before,ects_year_before,year,first_exam_negative,AHS_dummy,BHS_dummy,ausland_vorbildung_dummy,sonstige_vorbildung_dummy,delayed_dummy,num_parallel_studies,jus_dummy,bwl_dummy,years_since_matura,styria_dummy,not_styria_dummy,germany_dummy,other_foreign_dummy,years_since_18,planned_duration,full_duration_sem,full_duration_sem_before,firstGen,cum_ects_pos_before,status_key,ECTS_year,SWS_year,active_dummy,subject
1974,1633596,1.0,0,0.0,,16,0.0,1,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1.0,6,2.0,0.0,1.0,0.0,I,21.0,12.0,1,Padagogik
6855,1633596,2.0,0,10.5,21.0,17,0.0,1,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1.0,6,4.0,2.0,1.0,21.0,I,30.5,16.0,1,Padagogik
6856,1633596,3.0,0,12.875,30.5,18,0.0,1,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1.0,6,6.0,4.0,1.0,51.5,I,59.0,34.0,1,Padagogik
6857,1633596,4.0,0,22.1,59.0,19,0.0,1,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1.0,6,7.717808,5.0,1.0,110.5,X,61.0,30.0,1,Padagogik
1979,1633909,1.0,0,0.0,,16,0.0,0,0,1,0,0,0,0.0,0.0,1.0,0,0,1,0,1.0,6,2.0,0.0,0.0,0.0,I,35.0,19.0,1,Padagogik
6863,1633909,2.0,0,17.5,35.0,17,0.0,0,0,1,0,0,1,0.0,0.0,1.0,0,0,1,0,1.0,6,4.0,2.0,0.0,35.0,I,32.0,16.0,1,Padagogik
6864,1633909,3.0,0,16.75,32.0,18,0.0,0,0,1,0,0,1,0.0,0.0,1.0,0,0,1,0,1.0,6,6.0,4.0,0.0,67.0,I,7.0,4.0,0,Padagogik
6865,1633909,4.0,0,14.8,7.0,19,0.0,0,0,1,0,0,0,0.0,0.0,1.0,0,0,1,0,1.0,6,7.361644,5.0,0.0,74.0,X,37.0,14.0,1,Padagogik
1981,1633922,1.0,0,0.0,,16,0.0,1,0,0,0,0,1,0.0,0.0,1.0,1,0,0,0,2.0,6,2.0,0.0,0.0,0.0,I,55.0,31.0,1,Padagogik
6866,1633922,2.0,0,27.5,55.0,17,0.0,1,0,0,0,0,1,0.0,0.0,1.0,1,0,0,0,2.0,6,4.0,2.0,0.0,55.0,I,60.0,28.0,1,Padagogik
6867,1633922,3.0,0,28.75,60.0,18,0.0,1,0,0,0,0,1,0.0,0.0,1.0,1,0,0,0,2.0,6,6.0,4.0,0.0,115.0,I,17.0,8.0,1,Padagogik
6868,1633922,4.0,0,26.4,17.0,19,0.0,1,0,0,0,0,0,0.0,0.0,1.0,1,0,0,0,2.0,6,6.235616,5.0,0.0,132.0,X,0.0,0.0,1,Padagogik
1985,1634201,1.0,0,0.0,,16,0.0,1,0,0,0,1,0,0.0,0.0,0.0,1,0,0,0,0.0,6,2.0,0.0,1.0,0.0,I,38.0,21.0,1,Padagogik
6870,1634201,2.0,0,19.0,38.0,17,0.0,1,0,0,0,1,1,0.0,0.0,0.0,1,0,0,0,0.0,6,4.0,2.0,1.0,38.0,I,34.0,20.0,1,Padagogik
6871,1634201,3.0,0,18.0,34.0,18,0.0,1,0,0,0,1,1,0.0,0.0,0.0,1,0,0,0,0.0,6,6.0,4.0,1.0,72.0,I,19.0,10.0,1,Padagogik
6872,1634201,4.0,0,15.166666666666666,19.0,19,0.0,1,0,0,0,1,1,0.0,0.0,0.0,1,0,0,0,0.0,6,8.0,6.0,1.0,91.0,I,35.0,20.0,1,Padagogik
1986,1634202,1.0,0,0.0,,16,0.0,0,1,0,0,0,1,0.0,0.0,1.0,0,1,0,0,3.0,6,2.0,0.0,0.0,0.0,I,38.0,21.0,1,Padagogik
6873,1634202,2.0,0,19.0,38.0,17,0.0,0,1,0,0,0,1,0.0,0.0,1.0,0,1,0,0,3.0,6,4.0,2.0,0.0,38.0,I,52.0,22.0,1,Padagogik
6874,1634202,3.0,0,22.5,52.0,18,0.0,0,1,0,0,0,1,0.0,0.0,1.0,0,1,0,0,3.0,6,6.0,4.0,0.0,90.0,I,36.0,20.0,1,Padagogik
6875,1634202,4.0,0,21.0,36.0,19,0.0,0,1,0,0,0,1,0.0,0.0,1.0,0,1,0,0,3.0,6,8.0,6.0,0.0,126.0,I,7.5,5.0,0,Padagogik
1992,1635194,1.0,0,0.0,,16,0.0,1,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1.0,6,2.0,0.0,1.0,0.0,I,22.5,14.0,1,Padagogik
6878,1635194,2.0,0,11.25,22.5,17,0.0,1,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1.0,6,4.0,2.0,1.0,22.5,I,38.5,21.0,1,Padagogik
6879,1635194,3.0,0,15.25,38.5,18,0.0,1,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1.0,6,6.0,4.0,1.0,61.0,I,34.0,18.0,1,Padagogik
6880,1635194,4.0,0,15.833333333333334,34.0,19,0.0,1,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1.0,6,8.0,6.0,1.0,95.0,I,36.5,15.0,1,Padagogik
1993,1635209,1.0,0,0.0,,16,0.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1.0,6,2.0,0.0,1.0,0.0,I,25.0,15.0,1,Padagogik
6881,1635209,2.0,0,12.5,25.0,17,0.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1.0,6,4.0,2.0,1.0,25.0,I,30.0,16.0,1,Padagogik
6882,1635209,3.0,0,13.75,30.0,18,0.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0,0,0,1.0,6,6.0,4.0,1.0,55.0,I,28.0,14.0,1,Padagogik
