,matrikel_num,Studienjahr,geschlecht,avgECTS_sem_before,ects_year_before,year,first_exam_negative,AHS_dummy,BHS_dummy,ausland_vorbildung_dummy,sonstige_vorbildung_dummy,delayed_dummy,num_parallel_studies,jus_dummy,bwl_dummy,years_since_matura,styria_dummy,not_styria_dummy,germany_dummy,other_foreign_dummy,years_since_18,planned_duration,full_duration_sem,full_duration_sem_before,firstGen,cum_ects_pos_before,status_key,ECTS_year,SWS_year,active_dummy,subject
10578,1511556,3.0,0,14.166666666666666,27.5,18,1.0,0,0,1,0,1,0,1.0,0.0,3.0,0,0,0,1,3.0,8,5.0,3.0,1.0,42.5,I,28.5,14.0,1,Rechtswissenschaften
10579,1511556,4.0,0,14.2,28.5,19,1.0,0,0,1,0,1,0,1.0,0.0,3.0,0,0,0,1,3.0,8,7.0,5.0,1.0,71.0,I,5.0,8.0,1,Rechtswissenschaften
928,1511571,1.0,0,0.0,,15,0.0,1,0,0,0,1,0,1.0,0.0,0.0,1,0,0,0,16.0,8,1.0,0.0,1.0,0.0,I,28.0,17.0,1,Rechtswissenschaften
10580,1511571,2.0,0,28.0,28.0,16,0.0,1,0,0,0,1,1,1.0,0.0,0.0,1,0,0,0,16.0,8,3.0,1.0,1.0,28.0,I,34.5,14.0,1,Rechtswissenschaften
10581,1511571,3.0,0,20.83333333333333,34.5,17,0.0,1,0,0,0,1,1,1.0,0.0,0.0,1,0,0,0,16.0,8,5.0,3.0,1.0,62.5,I,8.5,6.0,0,Rechtswissenschaften
10582,1511571,4.0,0,14.2,8.5,18,0.0,1,0,0,0,1,1,1.0,0.0,0.0,1,0,0,0,16.0,8,7.0,5.0,1.0,71.0,I,28.5,15.0,1,Rechtswissenschaften
10583,1511571,5.0,0,14.214285714285714,28.5,19,0.0,1,0,0,0,1,1,1.0,0.0,0.0,1,0,0,0,16.0,8,9.0,7.0,1.0,99.5,I,38.5,23.0,1,Rechtswissenschaften
930,1511580,1.0,1,0.0,,15,0.0,1,0,0,0,0,0,1.0,0.0,2.0,0,1,0,0,2.0,8,1.0,0.0,1.0,0.0,I,25.0,15.0,1,Rechtswissenschaften
10585,1511580,2.0,1,25.0,25.0,16,0.0,1,0,0,0,0,0,1.0,0.0,2.0,0,1,0,0,2.0,8,3.0,1.0,1.0,25.0,I,49.0,24.0,1,Rechtswissenschaften
10586,1511580,3.0,1,24.666666666666668,49.0,17,0.0,1,0,0,0,0,0,1.0,0.0,2.0,0,1,0,0,2.0,8,5.0,3.0,1.0,74.0,I,33.5,17.0,1,Rechtswissenschaften
10587,1511580,4.0,1,21.5,33.5,18,0.0,1,0,0,0,0,0,1.0,0.0,2.0,0,1,0,0,2.0,8,7.0,5.0,1.0,107.5,I,41.5,25.0,1,Rechtswissenschaften
10588,1511580,5.0,1,21.285714285714285,41.5,19,0.0,1,0,0,0,0,0,1.0,0.0,2.0,0,1,0,0,2.0,8,9.0,7.0,1.0,149.0,I,30.0,16.0,1,Rechtswissenschaften
931,1511582,1.0,1,0.0,,15,0.0,0,1,0,0,0,0,1.0,0.0,1.0,0,1,0,0,3.0,8,1.0,0.0,0.0,0.0,I,24.5,14.0,1,Rechtswissenschaften
10589,1511582,2.0,1,24.5,24.5,16,0.0,0,1,0,0,0,0,1.0,0.0,1.0,0,1,0,0,3.0,8,3.0,1.0,0.0,24.5,I,28.0,13.0,1,Rechtswissenschaften
10590,1511582,3.0,1,17.5,28.0,17,0.0,0,1,0,0,0,0,1.0,0.0,1.0,0,1,0,0,3.0,8,5.0,3.0,0.0,52.5,I,23.0,10.0,1,Rechtswissenschaften
10591,1511582,4.0,1,15.1,23.0,18,0.0,0,1,0,0,0,0,1.0,0.0,1.0,0,1,0,0,3.0,8,7.0,5.0,0.0,75.5,I,38.5,23.0,1,Rechtswissenschaften
10592,1511582,5.0,1,16.285714285714285,38.5,19,0.0,0,1,0,0,0,0,1.0,0.0,1.0,0,1,0,0,3.0,8,9.0,7.0,0.0,114.0,I,28.0,14.0,1,Rechtswissenschaften
935,1511604,1.0,0,0.0,,15,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0,1,0,0,2.0,8,2.0,0.0,1.0,0.0,I,48.0,25.5,1,Rechtswissenschaften
10593,1511604,2.0,0,24.0,48.0,16,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0,1,0,0,2.0,8,4.0,2.0,1.0,48.0,I,46.0,29.0,1,Rechtswissenschaften
10594,1511604,3.0,0,23.5,46.0,17,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0,1,0,0,2.0,8,6.0,4.0,1.0,94.0,I,53.5,32.0,1,Rechtswissenschaften
10595,1511604,4.0,0,24.58333333333333,53.5,18,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0,1,0,0,2.0,8,8.0,6.0,1.0,147.5,I,53.0,29.0,1,Rechtswissenschaften
10596,1511604,5.0,0,25.0625,53.0,19,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0,1,0,0,2.0,8,10.0,8.0,1.0,200.5,I,69.0,30.0,1,Rechtswissenschaften
939,1511622,1.0,0,0.0,,15,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0,1,0,0,1.0,8,2.0,0.0,1.0,0.0,I,53.0,27.5,1,Rechtswissenschaften
10597,1511622,2.0,0,26.5,53.0,16,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0,1,0,0,1.0,8,4.0,2.0,1.0,53.0,I,30.0,16.0,1,Rechtswissenschaften
10598,1511622,3.0,0,20.75,30.0,17,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0,1,0,0,1.0,8,6.0,4.0,1.0,83.0,I,53.0,30.0,1,Rechtswissenschaften
10599,1511622,4.0,0,22.666666666666668,53.0,18,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0,1,0,0,1.0,8,8.0,6.0,1.0,136.0,I,51.5,29.0,1,Rechtswissenschaften
10600,1511622,5.0,0,23.4375,51.5,19,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0,1,0,0,1.0,8,10.0,8.0,1.0,187.5,I,40.5,19.0,1,Rechtswissenschaften
940,1511623,1.0,0,0.0,,15,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,1.0,8,2.0,0.0,1.0,0.0,I,18.5,10.5,1,Rechtswissenschaften
10601,1511623,2.0,0,9.25,18.5,16,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,1.0,8,4.0,2.0,1.0,18.5,I,40.5,20.0,1,Rechtswissenschaften
10602,1511623,3.0,0,14.75,40.5,17,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,1.0,8,6.0,4.0,1.0,59.0,I,11.0,5.0,0,Rechtswissenschaften
10603,1511623,4.0,0,11.666666666666666,11.0,18,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,1.0,8,8.0,6.0,1.0,70.0,I,26.5,15.0,1,Rechtswissenschaften
10604,1511623,5.0,0,12.0625,26.5,19,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,1.0,8,10.0,8.0,1.0,96.5,I,12.0,8.0,1,Rechtswissenschaften
941,1511625,1.0,1,0.0,,15,0.0,1,0,0,0,0,0,1.0,0.0,1.0,0,1,0,0,1.0,8,2.0,0.0,0.0,0.0,I,49.0,24.5,1,Rechtswissenschaften
10605,1511625,2.0,1,24.5,49.0,16,0.0,1,0,0,0,0,0,1.0,0.0,1.0,0,1,0,0,1.0,8,4.0,2.0,0.0,49.0,I,41.0,18.0,1,Rechtswissenschaften
10606,1511625,3.0,1,22.5,41.0,17,0.0,1,0,0,0,0,0,1.0,0.0,1.0,0,1,0,0,1.0,8,6.0,4.0,0.0,90.0,I,35.5,24.0,1,Rechtswissenschaften
10607,1511625,4.0,1,20.916666666666668,35.5,18,0.0,1,0,0,0,0,0,1.0,0.0,1.0,0,1,0,0,1.0,8,8.0,6.0,0.0,125.5,I,46.0,28.0,1,Rechtswissenschaften
10608,1511625,5.0,1,21.4375,46.0,19,0.0,1,0,0,0,0,0,1.0,0.0,1.0,0,1,0,0,1.0,8,10.0,8.0,0.0,171.5,I,14.0,8.0,1,Rechtswissenschaften
942,1511639,1.0,0,0.0,,15,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,2.0,0.0,1.0,0.0,I,32.0,17.5,1,Rechtswissenschaften
10609,1511639,2.0,0,16.0,32.0,16,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,4.0,2.0,1.0,32.0,I,27.0,13.0,1,Rechtswissenschaften
10610,1511639,3.0,0,14.75,27.0,17,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,6.0,4.0,1.0,59.0,I,35.5,17.0,1,Rechtswissenschaften
10611,1511639,4.0,0,15.75,35.5,18,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,8.0,6.0,1.0,94.5,I,11.0,6.0,0,Rechtswissenschaften
10612,1511639,5.0,0,13.1875,11.0,19,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,9.0,8.0,1.0,105.5,I,0.0,0.0,0,Rechtswissenschaften
943,1511640,1.0,0,0.0,,15,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,2.0,0.0,1.0,0.0,I,32.0,17.5,1,Rechtswissenschaften
10613,1511640,2.0,0,16.0,32.0,16,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,4.0,2.0,1.0,32.0,I,47.5,22.0,1,Rechtswissenschaften
10614,1511640,3.0,0,19.875,47.5,17,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,6.0,4.0,1.0,79.5,I,22.5,11.0,1,Rechtswissenschaften
10615,1511640,4.0,0,17.0,22.5,18,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,8.0,6.0,1.0,102.0,I,11.0,6.0,0,Rechtswissenschaften
10616,1511640,5.0,0,14.125,11.0,19,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,10.0,8.0,1.0,113.0,I,18.0,12.0,1,Rechtswissenschaften
10617,1511643,2.0,0,23.5,47.0,16,0.0,0,1,0,0,0,0,1.0,0.0,0.0,1,0,0,0,1.0,8,4.0,2.0,1.0,47.0,I,34.5,20.0,1,Rechtswissenschaften
10618,1511643,3.0,0,20.375,34.5,17,0.0,0,1,0,0,0,0,1.0,0.0,0.0,1,0,0,0,1.0,8,6.0,4.0,1.0,81.5,I,58.0,32.0,1,Rechtswissenschaften
10619,1511643,4.0,0,23.25,58.0,18,0.0,0,1,0,0,0,0,1.0,0.0,0.0,1,0,0,0,1.0,8,8.0,6.0,1.0,139.5,I,77.5,47.0,1,Rechtswissenschaften
10620,1511643,5.0,0,31.0,77.5,19,0.0,0,1,0,0,0,0,1.0,0.0,0.0,1,0,0,0,1.0,8,9.60274,7.0,1.0,217.0,X,27.5,16.0,1,Rechtswissenschaften
947,1511647,1.0,1,0.0,,15,0.0,1,0,0,0,0,0,1.0,0.0,1.0,0,1,0,0,2.0,8,2.0,0.0,0.0,0.0,I,39.0,19.5,1,Rechtswissenschaften
10621,1511647,2.0,1,19.5,39.0,16,0.0,1,0,0,0,0,0,1.0,0.0,1.0,0,1,0,0,2.0,8,4.0,2.0,0.0,39.0,I,25.5,14.0,1,Rechtswissenschaften
10622,1511647,3.0,1,16.125,25.5,17,0.0,1,0,0,0,0,0,1.0,0.0,1.0,0,1,0,0,2.0,8,6.0,4.0,0.0,64.5,I,31.0,17.0,1,Rechtswissenschaften
10623,1511647,4.0,1,15.916666666666666,31.0,18,0.0,1,0,0,0,0,0,1.0,0.0,1.0,0,1,0,0,2.0,8,8.0,6.0,0.0,95.5,I,46.0,24.0,1,Rechtswissenschaften
10624,1511647,5.0,1,17.6875,46.0,19,0.0,1,0,0,0,0,0,1.0,0.0,1.0,0,1,0,0,2.0,8,10.0,8.0,0.0,141.5,I,25.0,14.0,1,Rechtswissenschaften
948,1511649,1.0,0,0.0,,15,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0,1,0,0,0.0,8,2.0,0.0,0.0,0.0,I,43.0,22.5,1,Rechtswissenschaften
10625,1511649,2.0,0,21.5,43.0,16,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0,1,0,0,0.0,8,4.0,2.0,0.0,43.0,I,36.0,20.0,1,Rechtswissenschaften
10626,1511649,3.0,0,19.75,36.0,17,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0,1,0,0,0.0,8,6.0,4.0,0.0,79.0,I,34.5,19.0,1,Rechtswissenschaften
10627,1511649,4.0,0,18.916666666666668,34.5,18,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0,1,0,0,0.0,8,8.0,6.0,0.0,113.5,I,46.5,25.0,1,Rechtswissenschaften
10628,1511649,5.0,0,20.0,46.5,19,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0,1,0,0,0.0,8,10.0,8.0,0.0,160.0,I,71.0,36.0,1,Rechtswissenschaften
950,1511655,1.0,0,0.0,,15,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,2.0,0.0,1.0,0.0,I,52.0,26.5,1,Rechtswissenschaften
10629,1511655,2.0,0,26.0,52.0,16,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,4.0,2.0,1.0,52.0,I,56.0,32.0,1,Rechtswissenschaften
10630,1511655,3.0,0,27.0,56.0,17,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,6.0,4.0,1.0,108.0,I,56.0,32.0,1,Rechtswissenschaften
10631,1511655,4.0,0,27.33333333333333,56.0,18,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,8.0,6.0,1.0,164.0,I,69.0,32.0,1,Rechtswissenschaften
10632,1511655,5.0,0,33.285714285714285,69.0,19,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,8.69589,7.0,1.0,233.0,X,0.0,0.0,1,Rechtswissenschaften
953,1511660,1.0,0,0.0,,15,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,2.0,0.0,1.0,0.0,I,47.0,23.5,1,Rechtswissenschaften
10634,1511660,2.0,0,23.5,47.0,16,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,4.0,2.0,1.0,47.0,I,60.0,33.0,1,Rechtswissenschaften
10635,1511660,3.0,0,26.75,60.0,17,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,6.0,4.0,1.0,107.0,I,34.5,19.0,1,Rechtswissenschaften
10636,1511660,4.0,0,23.58333333333333,34.5,18,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,8.0,6.0,1.0,141.5,I,53.0,30.0,1,Rechtswissenschaften
10637,1511660,5.0,0,24.3125,53.0,19,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,10.0,8.0,1.0,194.5,X,38.5,17.0,1,Rechtswissenschaften
955,1511670,1.0,1,0.0,,15,0.0,0,1,0,0,0,1,1.0,0.0,0.0,1,0,0,0,1.0,8,2.0,0.0,1.0,0.0,I,27.5,15.5,1,Rechtswissenschaften
10639,1511670,2.0,1,13.75,27.5,16,0.0,0,1,0,0,0,0,1.0,0.0,0.0,1,0,0,0,1.0,8,4.0,2.0,1.0,27.5,I,28.5,13.0,1,Rechtswissenschaften
10640,1511670,3.0,1,14.0,28.5,17,0.0,0,1,0,0,0,0,1.0,0.0,0.0,1,0,0,0,1.0,8,6.0,4.0,1.0,56.0,I,24.5,13.0,1,Rechtswissenschaften
10641,1511670,4.0,1,13.416666666666666,24.5,18,0.0,0,1,0,0,0,3,1.0,0.0,0.0,1,0,0,0,1.0,8,8.0,6.0,1.0,80.5,I,6.0,4.0,0,Rechtswissenschaften
10642,1511670,5.0,1,10.8125,6.0,19,0.0,0,1,0,0,0,3,1.0,0.0,0.0,1,0,0,0,1.0,8,10.0,8.0,1.0,86.5,I,28.5,15.0,1,Rechtswissenschaften
957,1511673,1.0,0,0.0,,15,0.0,1,0,0,0,1,0,1.0,0.0,0.0,1,0,0,0,1.0,8,2.0,0.0,1.0,0.0,I,27.0,16.0,1,Rechtswissenschaften
10645,1511673,2.0,0,13.5,27.0,16,0.0,1,0,0,0,1,0,1.0,0.0,0.0,1,0,0,0,1.0,8,4.0,2.0,1.0,27.0,I,35.5,16.0,1,Rechtswissenschaften
10646,1511673,3.0,0,15.625,35.5,17,0.0,1,0,0,0,1,0,1.0,0.0,0.0,1,0,0,0,1.0,8,6.0,4.0,1.0,62.5,I,20.0,8.0,1,Rechtswissenschaften
10647,1511673,4.0,0,13.75,20.0,18,0.0,1,0,0,0,1,0,1.0,0.0,0.0,1,0,0,0,1.0,8,8.0,6.0,1.0,82.5,I,28.5,19.0,1,Rechtswissenschaften
10648,1511673,5.0,0,13.875,28.5,19,0.0,1,0,0,0,1,0,1.0,0.0,0.0,1,0,0,0,1.0,8,10.0,8.0,1.0,111.0,I,32.5,19.0,1,Rechtswissenschaften
958,1511676,1.0,0,0.0,,15,0.0,0,1,0,0,0,0,1.0,0.0,0.0,1,0,0,0,2.0,8,2.0,0.0,1.0,0.0,I,20.5,10.5,1,Rechtswissenschaften
10649,1511676,2.0,0,10.25,20.5,16,0.0,0,1,0,0,0,0,1.0,0.0,0.0,1,0,0,0,2.0,8,4.0,2.0,1.0,20.5,I,28.5,14.0,1,Rechtswissenschaften
10650,1511676,3.0,0,12.25,28.5,17,0.0,0,1,0,0,0,0,1.0,0.0,0.0,1,0,0,0,2.0,8,6.0,4.0,1.0,49.0,I,8.0,4.0,0,Rechtswissenschaften
10651,1511676,4.0,0,9.5,8.0,18,0.0,0,1,0,0,0,0,1.0,0.0,0.0,1,0,0,0,2.0,8,8.0,6.0,1.0,57.0,I,20.0,8.0,1,Rechtswissenschaften
10652,1511676,5.0,0,9.625,20.0,19,0.0,0,1,0,0,0,0,1.0,0.0,0.0,1,0,0,0,2.0,8,9.0,8.0,1.0,77.0,I,12.5,7.0,0,Rechtswissenschaften
959,1511678,1.0,1,0.0,,15,0.0,1,0,0,0,0,0,1.0,0.0,1.0,1,0,0,0,1.0,8,2.0,0.0,0.0,0.0,I,26.5,13.5,1,Rechtswissenschaften
10653,1511678,2.0,1,13.25,26.5,16,0.0,1,0,0,0,0,1,1.0,0.0,1.0,1,0,0,0,1.0,8,4.0,2.0,0.0,26.5,I,24.5,13.0,1,Rechtswissenschaften
10654,1511678,3.0,1,12.75,24.5,17,0.0,1,0,0,0,0,0,1.0,0.0,1.0,1,0,0,0,1.0,8,6.0,4.0,0.0,51.0,I,13.0,6.0,0,Rechtswissenschaften
10655,1511678,4.0,1,10.666666666666666,13.0,18,0.0,1,0,0,0,0,0,1.0,0.0,1.0,1,0,0,0,1.0,8,8.0,6.0,0.0,64.0,I,0.0,6.0,0,Rechtswissenschaften
961,1511681,1.0,0,0.0,,15,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,1.0,8,2.0,0.0,0.0,0.0,I,64.0,33.5,1,Rechtswissenschaften
10657,1511681,2.0,0,32.0,64.0,16,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,1.0,8,4.0,2.0,0.0,64.0,I,53.0,30.0,1,Rechtswissenschaften
10658,1511681,3.0,0,29.25,53.0,17,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,1.0,8,6.0,4.0,0.0,117.0,I,57.0,31.0,1,Rechtswissenschaften
10659,1511681,4.0,0,29.0,57.0,18,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,1.0,8,8.0,6.0,0.0,174.0,I,49.0,28.0,1,Rechtswissenschaften
10660,1511681,5.0,0,27.875,49.0,19,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,1.0,8,10.0,8.0,0.0,223.0,I,6.0,4.0,0,Rechtswissenschaften
966,1511694,1.0,1,0.0,,15,0.0,0,1,0,0,0,0,1.0,0.0,0.0,0,1,0,0,1.0,8,2.0,0.0,1.0,0.0,I,56.0,27.5,1,Rechtswissenschaften
10666,1511694,2.0,1,28.0,56.0,16,0.0,0,1,0,0,0,0,1.0,0.0,0.0,0,1,0,0,1.0,8,4.0,2.0,1.0,56.0,I,48.0,34.0,1,Rechtswissenschaften
10667,1511694,3.0,1,26.0,48.0,17,0.0,0,1,0,0,0,0,1.0,0.0,0.0,0,1,0,0,1.0,8,6.0,4.0,1.0,104.0,I,8.5,6.0,0,Rechtswissenschaften
10668,1511694,4.0,1,18.75,8.5,18,0.0,0,1,0,0,0,0,1.0,0.0,0.0,0,1,0,0,1.0,8,8.0,6.0,1.0,112.5,I,23.5,13.0,1,Rechtswissenschaften
10669,1511694,5.0,1,17.0,23.5,19,0.0,0,1,0,0,0,0,1.0,0.0,0.0,0,1,0,0,1.0,8,10.0,8.0,1.0,136.0,I,28.0,16.0,1,Rechtswissenschaften
968,1511701,1.0,1,0.0,,15,0.0,1,0,0,0,0,0,1.0,0.0,1.0,1,0,0,0,2.0,8,2.0,0.0,0.0,0.0,I,42.0,21.5,1,Rechtswissenschaften
10670,1511701,2.0,1,21.0,42.0,16,0.0,1,0,0,0,0,0,1.0,0.0,1.0,1,0,0,0,2.0,8,4.0,2.0,0.0,42.0,I,21.0,11.0,1,Rechtswissenschaften
10671,1511701,3.0,1,15.75,21.0,17,0.0,1,0,0,0,0,0,1.0,0.0,1.0,1,0,0,0,2.0,8,6.0,4.0,0.0,63.0,I,25.0,14.0,1,Rechtswissenschaften
10672,1511701,4.0,1,14.666666666666666,25.0,18,0.0,1,0,0,0,0,0,1.0,0.0,1.0,1,0,0,0,2.0,8,8.0,6.0,0.0,88.0,I,7.0,0.0,0,Rechtswissenschaften
10673,1511701,5.0,1,11.875,7.0,19,0.0,1,0,0,0,0,0,1.0,0.0,1.0,1,0,0,0,2.0,8,10.0,8.0,0.0,95.0,I,62.5,35.0,1,Rechtswissenschaften
972,1511707,1.0,0,0.0,,15,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,2.0,0.0,0.0,0.0,I,58.0,29.5,1,Rechtswissenschaften
10675,1511707,2.0,0,29.0,58.0,16,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,4.0,2.0,0.0,58.0,I,45.0,25.0,1,Rechtswissenschaften
10676,1511707,3.0,0,25.75,45.0,17,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,6.0,4.0,0.0,103.0,I,55.0,30.0,1,Rechtswissenschaften
10677,1511707,4.0,0,26.33333333333333,55.0,18,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,8.0,6.0,0.0,158.0,I,62.0,32.0,1,Rechtswissenschaften
10678,1511707,5.0,0,27.5,62.0,19,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,10.0,8.0,0.0,220.0,I,36.5,17.0,1,Rechtswissenschaften
973,1511708,1.0,0,0.0,,15,0.0,0,1,0,0,0,0,1.0,0.0,0.0,1,0,0,0,2.0,8,2.0,0.0,1.0,0.0,I,40.0,21.5,1,Rechtswissenschaften
10679,1511708,2.0,0,20.0,40.0,16,0.0,0,1,0,0,0,0,1.0,0.0,0.0,1,0,0,0,2.0,8,4.0,2.0,1.0,40.0,I,33.5,16.0,1,Rechtswissenschaften
10680,1511708,3.0,0,18.375,33.5,17,0.0,0,1,0,0,0,0,1.0,0.0,0.0,1,0,0,0,2.0,8,6.0,4.0,1.0,73.5,I,19.0,10.0,1,Rechtswissenschaften
10681,1511708,4.0,0,15.416666666666666,19.0,18,0.0,0,1,0,0,0,0,1.0,0.0,0.0,1,0,0,0,2.0,8,8.0,6.0,1.0,92.5,I,43.0,22.0,1,Rechtswissenschaften
10682,1511708,5.0,0,16.9375,43.0,19,0.0,0,1,0,0,0,0,1.0,0.0,0.0,1,0,0,0,2.0,8,10.0,8.0,1.0,135.5,I,40.0,24.0,1,Rechtswissenschaften
975,1511715,1.0,1,0.0,,15,0.0,1,0,0,0,0,0,1.0,0.0,1.0,1,0,0,0,2.0,8,2.0,0.0,0.0,0.0,I,53.0,27.5,1,Rechtswissenschaften
10683,1511715,2.0,1,26.5,53.0,16,0.0,1,0,0,0,0,0,1.0,0.0,1.0,1,0,0,0,2.0,8,4.0,2.0,0.0,53.0,I,62.5,35.0,1,Rechtswissenschaften
10684,1511715,3.0,1,28.875,62.5,17,0.0,1,0,0,0,0,0,1.0,0.0,1.0,1,0,0,0,2.0,8,6.0,4.0,0.0,115.5,I,30.5,16.0,1,Rechtswissenschaften
10685,1511715,4.0,1,24.33333333333333,30.5,18,0.0,1,0,0,0,0,0,1.0,0.0,1.0,1,0,0,0,2.0,8,8.0,6.0,0.0,146.0,I,54.5,27.0,1,Rechtswissenschaften
10686,1511715,5.0,1,25.0625,54.5,19,0.0,1,0,0,0,0,0,1.0,0.0,1.0,1,0,0,0,2.0,8,10.0,8.0,0.0,200.5,I,23.5,15.0,1,Rechtswissenschaften
979,1511733,1.0,0,0.0,,15,0.0,0,1,0,0,0,0,1.0,0.0,0.0,1,0,0,0,2.0,8,2.0,0.0,1.0,0.0,I,70.5,36.5,1,Rechtswissenschaften
10691,1511733,2.0,0,35.25,70.5,16,0.0,0,1,0,0,0,0,1.0,0.0,0.0,1,0,0,0,2.0,8,4.0,2.0,1.0,70.5,I,62.0,32.0,1,Rechtswissenschaften
10692,1511733,3.0,0,33.125,62.0,17,0.0,0,1,0,0,0,0,1.0,0.0,0.0,1,0,0,0,2.0,8,6.0,4.0,1.0,132.5,I,95.5,56.0,1,Rechtswissenschaften
10693,1511733,4.0,0,45.6,95.5,18,0.0,0,1,0,0,0,0,1.0,0.0,0.0,1,0,0,0,2.0,8,6.279452,5.0,1.0,228.0,X,3.0,2.0,1,Rechtswissenschaften
985,1511751,1.0,1,0.0,,15,0.0,1,0,0,0,0,0,1.0,0.0,1.0,0,1,0,0,1.0,8,2.0,0.0,0.0,0.0,I,43.0,22.5,1,Rechtswissenschaften
10697,1511751,2.0,1,21.5,43.0,16,0.0,1,0,0,0,0,0,1.0,0.0,1.0,0,1,0,0,1.0,8,4.0,2.0,0.0,43.0,I,33.5,18.0,1,Rechtswissenschaften
10698,1511751,3.0,1,19.125,33.5,17,0.0,1,0,0,0,0,0,1.0,0.0,1.0,0,1,0,0,1.0,8,6.0,4.0,0.0,76.5,I,56.0,31.0,1,Rechtswissenschaften
10699,1511751,4.0,1,22.08333333333333,56.0,18,0.0,1,0,0,0,0,0,1.0,0.0,1.0,0,1,0,0,1.0,8,8.0,6.0,0.0,132.5,I,28.5,15.0,1,Rechtswissenschaften
10700,1511751,5.0,1,20.125,28.5,19,0.0,1,0,0,0,0,0,1.0,0.0,1.0,0,1,0,0,1.0,8,10.0,8.0,0.0,161.0,I,70.0,32.0,1,Rechtswissenschaften
986,1511753,1.0,0,0.0,,15,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,2.0,0.0,0.0,0.0,I,48.0,23.5,1,Rechtswissenschaften
10701,1511753,2.0,0,24.0,48.0,16,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,4.0,2.0,0.0,48.0,I,31.5,17.0,1,Rechtswissenschaften
10702,1511753,3.0,0,19.875,31.5,17,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,8,6.0,4.0,0.0,79.5,I,34.0,20.0,1,Rechtswissenschaften
